Year,Recipient,Analysis,Demographic_Group,Demographic,Demo Variable,Smoking_V,Smoking_L,Smoking_U,Smoking_E,Smoking_RSE,Smoking_N,Smokeless_V,Smokeless_L,Smokeless_U,Smokeless_E,Smokeless_RSE,Smokeless_N,Ecig_V,Ecig_L,Ecig_U,Ecig_E,Ecig_RSE,Ecig_N,Any_V,Any_L,Any_U,Any_E,Any_RSE,Any_N
2019,Florida,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,8349,1.6,1.2,2.3,0.3,16,8331,,,,,,,,,,,,
2020,Florida,Prevalence,Total Population,Total Population,,14.7,13.3,16.2,0.8,5.1,11054,2.3,1.8,2.8,0.3,11.2,11090,,,,,,,,,,,,
2020,Florida,Prevalence,Sex,Male,_SEX,17.6,15.4,20,1.2,6.7,5013,3.6,2.9,4.6,0.4,12,5033,,,,,,,,,,,,
2020,Florida,Prevalence,Sex,Female,_SEX,12,10.3,14,0.9,7.9,6041,1,0.6,1.7,0.3,27.7,6057,,,,,,,,,,,,
2020,Florida,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,15.5,14.1,17.1,0.8,5,8206,2.7,2.1,3.5,0.3,12.4,8233,,,,,,,,,,,,
2020,Florida,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,13.2,8.7,19.4,2.7,20.5,879,,1.2,4.8,0.9,35.1,879,,,,,,,,,,,,
2020,Florida,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,1.8,9.7,1.8,43.3,127,,0.1,5.4,0.8,100,128,,,,,,,,,,,,
2020,Florida,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,26.7,14.4,43.9,7.7,28.7,105,,1.8,16.6,3.3,56.9,107,,,,,,,,,,,,
2020,Florida,Prevalence,Race,Hispanic,_IMPRACE,14.1,10.8,18.1,1.9,13.3,1397,,0.5,2.5,0.5,39,1403,,,,,,,,,,,,
2020,Florida,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,16.7,11.4,23.9,3.2,19,340,,1.1,7.2,1.4,47.7,340,,,,,,,,,,,,
2020,Florida,Prevalence,Age,Age 18 to 24,_AGE_G,5.9,4,8.8,1.2,20.4,563,2.1,1.2,3.8,0.6,29.4,564,,,,,,,,,,,,
2020,Florida,Prevalence,Age,Age 25 to 44,_AGE_G,19.2,16.1,22.8,1.7,8.9,2154,1.9,1.3,2.7,0.4,19.4,2158,,,,,,,,,,,,
2020,Florida,Prevalence,Age,Age 45 to 64,_AGE_G,18.3,15.7,21.2,1.4,7.7,3459,3.7,2.6,5.2,0.6,17.5,3466,,,,,,,,,,,,
2020,Florida,Prevalence,Age,Age 65 or older,_AGE_G,8.6,7.2,10.3,0.8,9.4,4878,1.1,0.7,1.7,0.2,22.9,4902,,,,,,,,,,,,
2020,Florida,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,22.2,17.9,27.2,2.4,10.8,1067,2.9,1.7,5.1,0.8,28.3,1066,,,,,,,,,,,,
2020,Florida,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,19.2,16.1,22.8,1.7,8.9,3038,3.2,2.3,4.6,0.6,17.8,3045,,,,,,,,,,,,
2020,Florida,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,14.8,12.3,17.6,1.3,9.1,3235,2.1,1.4,3.2,0.5,21.7,3254,,,,,,,,,,,,
2020,Florida,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,6.7,5.2,8.5,0.8,12.5,3671,1.2,0.7,2,0.3,26.2,3680,,,,,,,,,,,,
2020,Florida,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,17.8,15.9,19.8,1,5.5,7340,2.7,2.1,3.4,0.3,12.3,7365,,,,,,,,,,,,
2020,Florida,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,6.7,5.2,8.5,0.8,12.5,3671,1.2,0.7,2,0.3,26.2,3680,,,,,,,,,,,,
2020,Florida,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,13.8,12.2,15.5,0.8,6,9345,2,1.6,2.6,0.2,12.2,9376,,,,,,,,,,,,
2020,Florida,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,22,18.4,26.1,2,9,1440,4.1,2.4,7,1.1,27.8,1443,,,,,,,,,,,,
2020,Florida,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,1739,5.1,3.5,7.5,1,19.6,1732,,,,,,,,,,,,
2020,Florida,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,3426,1.9,1.3,2.8,0.4,18.8,3414,,,,,,,,,,,,
2020,Florida,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,5889,1.7,1.1,2.4,0.3,18.5,5878,,,,,,,,,,,,
2022,Florida,Prevalence,Total Population,Total Population,,11.3,10.3,12.5,0.6,4.9,11919,2.3,1.8,2.8,0.3,11.3,11925,6.1,5.3,7.2,0.5,7.8,11859,17.5,16.2,18.9,0.7,4,11815
2022,Florida,Prevalence,Sex,Male,_SEX,13,11.3,14.8,0.9,6.9,5452,3.8,3,4.7,0.4,11.8,5453,6.9,5.7,8.4,0.7,9.8,5420,20.5,18.5,22.7,1.1,5.2,5403
2022,Florida,Prevalence,Sex,Female,_SEX,9.7,8.5,11.1,0.7,6.8,6467,,0.5,1.6,0.3,32,6472,5.4,4.2,6.9,0.7,12.6,6439,14.6,12.8,16.5,0.9,6.3,6412
2022,Florida,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,12.8,11.6,14.1,0.6,5,9421,2.8,2.2,3.5,0.3,11.3,9432,6.3,5.4,7.3,0.5,7.9,9376,19.2,17.7,20.8,0.8,4,9340
2022,Florida,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,9.1,6.1,13.4,1.8,20.1,984,,0.3,2.3,0.4,50.4,981,,2.7,10.4,1.8,34.1,980,14.7,10.4,20.2,2.5,16.9,976
2022,Florida,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,1.3,15.8,3.1,64.7,112,,0,0.8,0.1,100.8,112,,2.3,12.4,2.4,43.1,112,,4.2,19.4,3.7,39.3,113
2022,Florida,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,9.8,38.6,7.4,35.5,106,,2.2,12.2,2.3,44.6,106,,3.2,24.4,4.9,52.6,104,31.1,17.5,49,8.2,26.5,104
2022,Florida,Prevalence,Race,Hispanic,_IMPRACE,9.1,6.9,11.8,1.2,13.7,1047,,1,3.8,0.7,33.9,1042,5.5,3.7,8.2,1.1,20.7,1036,14.6,11.7,18.1,1.6,11.2,1034
2022,Florida,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,14.7,8.6,24,3.9,26.3,249,,0.7,10.2,1.9,67.3,252,10.9,6.3,18.3,3,27.5,251,24.4,16.5,34.6,4.6,19,248
2022,Florida,Prevalence,Age,Age 18 to 24,_AGE_G,,2,7.8,1.4,34.5,548,,0.6,4.2,0.8,49,546,13.4,9.7,18.2,2.2,16.1,542,15.4,11.4,20.4,2.3,14.8,545
2022,Florida,Prevalence,Age,Age 25 to 44,_AGE_G,15.1,12.7,17.8,1.3,8.5,2148,3.7,2.6,5.1,0.6,16.6,2140,9.5,7.7,11.6,1,10.3,2133,24.6,21.7,27.8,1.5,6.2,2133
2022,Florida,Prevalence,Age,Age 45 to 64,_AGE_G,14.2,12.3,16.3,1,7.4,3768,2.3,1.6,3.3,0.4,19.6,3776,5,3.4,7.3,1,19.1,3753,19.5,17,22.2,1.3,6.9,3746
2022,Florida,Prevalence,Age,Age 65 or older,_AGE_G,6.7,5.7,8,0.6,8.5,5455,1,0.6,1.8,0.3,29.2,5463,1.2,0.8,1.8,0.3,21.3,5431,8.4,7.2,9.8,0.7,8,5391
2022,Florida,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,17.7,13.5,22.8,2.4,13.4,726,,2,6.5,1.1,30.4,728,6.8,4.3,10.5,1.5,22.6,721,24.5,19.5,30.3,2.8,11.3,718
2022,Florida,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,14.1,12,16.6,1.2,8.3,3044,2.8,1.9,4,0.5,19,3041,7.2,5.4,9.4,1,14,3020,20.7,18,23.7,1.4,7,3018
2022,Florida,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,11.9,10.1,14,1,8.4,3542,2.4,1.6,3.7,0.5,21.4,3543,6.9,5.2,9.2,1,14.5,3524,19.2,16.7,22,1.4,7,3510
2022,Florida,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.5,4.3,6.9,0.6,11.6,4553,1.2,0.8,1.7,0.2,18.8,4558,4,3.1,5.2,0.5,13.2,4540,9.7,8.2,11.4,0.8,8.3,4518
2022,Florida,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,13.7,12.3,15.2,0.7,5.4,7312,2.7,2.1,3.5,0.4,12.9,7312,7,5.8,8.4,0.6,9.2,7265,20.7,18.9,22.5,0.9,4.5,7246
2022,Florida,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,5.5,4.3,6.9,0.6,11.6,4553,1.2,0.8,1.7,0.2,18.8,4558,4,3.1,5.2,0.5,13.2,4540,9.7,8.2,11.4,0.8,8.3,4518
2022,Florida,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,9.8,8.7,11.1,0.6,6,10026,2.1,1.6,2.7,0.3,12.9,10026,5.3,4.4,6.4,0.5,9.6,9975,15.3,13.9,16.9,0.8,4.9,9935
2022,Florida,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,19.3,16.3,22.8,1.7,8.5,1679,2.7,1.6,4.4,0.7,25.6,1681,10.4,7.9,13.4,1.4,13.3,1671,29,25.2,33.1,2,7,1671
2022,Florida,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,1497,6.8,4.6,9.8,1.3,19.2,1481,13.6,10.3,17.7,1.9,13.7,1465,100,100,100,0,0,1497
2022,Florida,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,3940,2.3,1.6,3.4,0.4,19.1,3912,10.4,8.1,13.2,1.3,12.4,3894,12.5,10.1,15.3,1.3,10.7,3892
2022,Florida,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,6482,1.5,1,2.1,0.3,19.7,6458,2.9,2.3,3.8,0.4,12.8,6430,4.3,3.4,5.3,0.5,11,6421
2019,Georgia,Prevalence,Total Population,Total Population,,16.3,15,17.7,0.7,4.2,6847,4.5,3.8,5.3,0.4,8.8,6878,,,,,,,,,,,,
2019,Georgia,Prevalence,Sex,Male,_SEX,19,16.9,21.3,1.1,5.9,3005,8.3,6.9,9.9,0.8,9.4,3020,,,,,,,,,,,,
2019,Georgia,Prevalence,Sex,Female,_SEX,13.9,12.3,15.5,0.8,5.9,3842,1,0.7,1.6,0.2,21.7,3858,,,,,,,,,,,,
2019,Georgia,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,17.9,16.3,19.6,0.9,4.8,4473,5.6,4.7,6.7,0.5,9.4,4492,,,,,,,,,,,,
2019,Georgia,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,14.1,11.6,17.2,1.4,10.1,1489,2.6,1.5,4.5,0.7,27.3,1495,,,,,,,,,,,,
2019,Georgia,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,1.3,8.4,1.6,47.3,104,,0.1,4.3,0.6,100.5,106,,,,,,,,,,,,
2019,Georgia,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,13,51.1,10.1,35.5,51,,0.4,5.2,1,65.1,52,,,,,,,,,,,,
2019,Georgia,Prevalence,Race,Hispanic,_IMPRACE,15.3,11.1,20.7,2.5,16.1,517,,1.8,6.7,1.2,33.6,517,,,,,,,,,,,,
2019,Georgia,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,19.9,12.2,30.7,4.7,23.6,213,,3.9,20.4,3.9,42.9,216,,,,,,,,,,,,
2019,Georgia,Prevalence,Age,Age 18 to 24,_AGE_G,10.4,7.5,14.3,1.7,16.3,487,5.4,3.3,8.7,1.4,25.2,489,,,,,,,,,,,,
2019,Georgia,Prevalence,Age,Age 25 to 44,_AGE_G,21.1,18.3,24.2,1.5,7.2,1635,5.4,3.9,7.4,0.9,16.2,1641,,,,,,,,,,,,
2019,Georgia,Prevalence,Age,Age 45 to 64,_AGE_G,17.7,15.7,19.8,1,5.9,2372,4.3,3.4,5.4,0.5,12,2371,,,,,,,,,,,,
2019,Georgia,Prevalence,Age,Age 65 or older,_AGE_G,9.6,8.1,11.4,0.8,8.8,2353,2.7,2,3.7,0.4,16.3,2377,,,,,,,,,,,,
2019,Georgia,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,32.6,27.6,38,2.7,8.2,804,6.6,4.5,9.5,1.2,18.9,809,,,,,,,,,,,,
2019,Georgia,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,19.5,16.9,22.3,1.4,7,1800,6.6,4.9,8.7,0.9,14.3,1809,,,,,,,,,,,,
2019,Georgia,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,14.9,12.8,17.3,1.2,7.8,1858,3.5,2.4,5.1,0.7,19.1,1862,,,,,,,,,,,,
2019,Georgia,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,6.8,5.5,8.4,0.7,10.8,2356,2.5,1.7,3.6,0.5,18.4,2367,,,,,,,,,,,,
2019,Georgia,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,20,18.3,21.9,0.9,4.5,4462,5.3,4.4,6.4,0.5,9.9,4480,,,,,,,,,,,,
2019,Georgia,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,6.8,5.5,8.4,0.7,10.8,2356,2.5,1.7,3.6,0.5,18.4,2367,,,,,,,,,,,,
2019,Georgia,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,13.5,12.1,15,0.7,5.4,5387,4.5,3.7,5.5,0.5,10.2,5412,,,,,,,,,,,,
2019,Georgia,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,31,26.6,35.7,2.3,7.6,957,4.6,3,6.9,1,21.1,961,,,,,,,,,,,,
2019,Georgia,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,1116,10.4,7.8,13.8,1.5,14.6,1110,,,,,,,,,,,,
2019,Georgia,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,1720,5,3.6,6.9,0.8,17,1713,,,,,,,,,,,,
2019,Georgia,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,4011,2.7,2,3.5,0.4,13.9,4000,,,,,,,,,,,,
2020,Georgia,Prevalence,Total Population,Total Population,,15.8,14.5,17.1,0.7,4.2,8431,3.6,3,4.3,0.3,9.5,8458,,,,,,,,,,,,
2020,Georgia,Prevalence,Sex,Male,_SEX,18.3,16.3,20.4,1,5.7,3697,6.2,5,7.6,0.6,10.5,3710,,,,,,,,,,,,
2020,Georgia,Prevalence,Sex,Female,_SEX,13.5,11.9,15.2,0.8,6.2,4734,1.2,0.8,1.8,0.2,20.1,4748,,,,,,,,,,,,
2020,Georgia,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,17.1,15.5,18.9,0.9,5.1,5347,4.9,3.9,6.1,0.5,11,5369,,,,,,,,,,,,
2020,Georgia,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,14.2,12,16.7,1.2,8.5,2161,1.7,1.1,2.6,0.4,21.9,2164,,,,,,,,,,,,
2020,Georgia,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,4.7,25,4.9,43,134,,0.6,8.9,1.6,70.4,135,,,,,,,,,,,,
2020,Georgia,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,29.7,15.9,48.6,8.6,28.8,72,,0,1.1,0.2,101.6,72,,,,,,,,,,,,
2020,Georgia,Prevalence,Race,Hispanic,_IMPRACE,10.9,7.2,16.3,2.3,20.8,456,,1.1,5.9,1.1,44.1,456,,,,,,,,,,,,
2020,Georgia,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,23.6,16.3,32.9,4.3,18,261,,2.1,8.1,1.4,34,262,,,,,,,,,,,,
2020,Georgia,Prevalence,Age,Age 18 to 24,_AGE_G,8,5.4,11.7,1.6,19.8,502,,2.2,7.5,1.3,31.8,503,,,,,,,,,,,,
2020,Georgia,Prevalence,Age,Age 25 to 44,_AGE_G,19.5,17,22.4,1.4,7,1940,4.6,3.3,6.2,0.7,16.1,1942,,,,,,,,,,,,
2020,Georgia,Prevalence,Age,Age 45 to 64,_AGE_G,18.8,16.6,21.2,1.2,6.1,2822,2.9,2.2,3.9,0.4,14,2829,,,,,,,,,,,,
2020,Georgia,Prevalence,Age,Age 65 or older,_AGE_G,9.4,8.1,11,0.7,7.9,3167,2.7,2.1,3.5,0.4,13.4,3184,,,,,,,,,,,,
2020,Georgia,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,28.7,23.9,34,2.6,8.9,842,6.8,4.6,9.9,1.3,19.6,845,,,,,,,,,,,,
2020,Georgia,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,20.9,18.3,23.7,1.4,6.6,2340,4.2,3,5.8,0.7,16.8,2347,,,,,,,,,,,,
2020,Georgia,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,14.6,12.4,17,1.2,7.9,2287,3.3,2.3,4.8,0.6,18.5,2295,,,,,,,,,,,,
2020,Georgia,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.9,4.7,7.3,0.7,11.2,2926,1.8,1.2,2.7,0.4,20.1,2933,,,,,,,,,,,,
2020,Georgia,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,19.7,18,21.5,0.9,4.5,5469,4.3,3.5,5.3,0.5,10.5,5487,,,,,,,,,,,,
2020,Georgia,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,5.9,4.7,7.3,0.7,11.2,2926,1.8,1.2,2.7,0.4,20.1,2933,,,,,,,,,,,,
2020,Georgia,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,13.8,12.5,15.2,0.7,5,7140,3.3,2.7,4.1,0.3,10.3,7164,,,,,,,,,,,,
2020,Georgia,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,26.8,22.9,31.1,2.1,7.8,1123,5.5,3.4,8.7,1.3,23.6,1125,,,,,,,,,,,,
2020,Georgia,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,1280,5.5,3.7,8,1.1,19.5,1276,,,,,,,,,,,,
2020,Georgia,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,2182,5.4,4,7.3,0.8,15.4,2179,,,,,,,,,,,,
2020,Georgia,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,4969,2.5,1.9,3.4,0.4,15,4959,,,,,,,,,,,,
2021,Georgia,Prevalence,Total Population,Total Population,,15,13.8,16.4,0.7,4.5,7444,3.3,2.8,4,0.3,9.7,7496,7.8,6.8,9,0.6,7,7469,22.3,20.8,23.9,0.8,3.5,7420
2021,Georgia,Prevalence,Sex,Male,_SEX,17,15,19.2,1.1,6.3,3196,5.9,4.8,7.2,0.6,10.2,3223,10.4,8.7,12.5,1,9.2,3210,27.7,25.3,30.3,1.3,4.6,3191
2021,Georgia,Prevalence,Sex,Female,_SEX,13.2,11.7,15,0.8,6.3,4248,1,0.6,1.7,0.3,27.2,4273,5.5,4.5,6.7,0.6,10.3,4259,17.3,15.5,19.2,0.9,5.4,4229
2021,Georgia,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,15.6,14,17.4,0.9,5.6,4763,4.6,3.7,5.7,0.5,11.2,4794,9.1,7.7,10.7,0.8,8.4,4780,24.7,22.7,26.8,1,4.2,4755
2021,Georgia,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,14.7,12.3,17.5,1.3,8.8,1835,1.9,1.2,3,0.4,23.9,1851,6.5,4.7,9,1.1,16.2,1845,19.7,16.9,22.7,1.5,7.6,1827
2021,Georgia,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,1.6,12.1,2.3,52.6,109,,0.4,9.3,1.6,78.3,111,,1,10,1.9,59.4,110,,3.9,16.5,3,36.8,108
2021,Georgia,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,44.3,25,65.4,10.9,24.6,56,,1.1,14,2.7,66.3,57,,3.1,19.6,3.9,47.8,58,51.7,32,70.9,10.5,20.2,56
2021,Georgia,Prevalence,Race,Hispanic,_IMPRACE,11.6,7.7,17.2,2.4,20.6,409,,0.4,3.7,0.7,53.8,412,6.4,4,10.1,1.5,23.8,409,16.7,12.1,22.6,2.7,15.9,407
2021,Georgia,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,17.1,11.4,25,3.5,20.2,272,,1,4.1,0.7,36,271,,3.1,11,1.9,32.5,267,22.3,15.8,30.6,3.8,17,267
2021,Georgia,Prevalence,Age,Age 18 to 24,_AGE_G,5.8,3.5,9.3,1.4,24.9,388,,1.3,5.8,1.1,38.2,390,18.5,14.2,23.8,2.5,13.3,388,21.5,16.8,27.1,2.6,12.2,388
2021,Georgia,Prevalence,Age,Age 25 to 44,_AGE_G,19.1,16.4,22,1.4,7.4,1546,3.7,2.6,5.1,0.6,17.4,1550,11,9.1,13.4,1.1,10,1547,28.5,25.4,31.7,1.6,5.6,1544
2021,Georgia,Prevalence,Age,Age 45 to 64,_AGE_G,18.5,16.3,20.9,1.2,6.4,2466,4.1,3.2,5.4,0.6,13.4,2481,4.4,3.2,6,0.7,15.7,2471,23.1,20.7,25.6,1.2,5.4,2456
2021,Georgia,Prevalence,Age,Age 65 or older,_AGE_G,8.6,7.3,10.2,0.7,8.6,3044,1.9,1.3,2.8,0.4,19.4,3075,1.2,0.8,1.8,0.2,20,3063,11.1,9.6,12.8,0.8,7.5,3032
2021,Georgia,Prevalence,Education (4 Level),Did not graduate High School,_EDUCAG,30.8,25.6,36.6,2.8,9.2,598,6.8,4.4,10.3,1.5,21.6,608,8.7,5.8,13,1.8,20.8,603,38,32.5,43.8,2.9,7.7,599
2021,Georgia,Prevalence,Education (4 Level),Graduated High School,_EDUCAG,16.8,14.5,19.4,1.2,7.4,1944,5,3.8,6.5,0.7,14.2,1959,10.3,8.2,12.8,1.2,11.5,1947,27.4,24.4,30.6,1.6,5.8,1939
2021,Georgia,Prevalence,Education (4 Level),Attended College or Technical School,_EDUCAG,16.2,13.8,18.9,1.3,8,1942,2.5,1.6,3.7,0.5,21.4,1952,9.4,7.4,12,1.2,12.2,1945,23.9,21,27,1.5,6.4,1933
2021,Georgia,Prevalence,Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.4,4.3,6.7,0.6,11.1,2921,1.2,0.8,1.8,0.2,20.1,2935,3.6,2.8,4.7,0.5,13.2,2932,9,7.7,10.6,0.7,8.3,2910
2021,Georgia,Prevalence,Education (2 Level),Less than college/technical school graduate,_ED_LVL,19.1,17.4,20.9,0.9,4.8,4484,4.2,3.5,5.2,0.4,10.5,4519,9.7,8.3,11.2,0.8,7.8,4495,27.9,25.9,30,1.1,3.8,4471
2021,Georgia,Prevalence,Education (2 Level),Graduate from college/technical school,_ED_LVL,5.4,4.3,6.7,0.6,11.1,2921,1.2,0.8,1.8,0.2,20.1,2935,3.6,2.8,4.7,0.5,13.2,2932,9,7.7,10.6,0.7,8.3,2910
2021,Georgia,Prevalence,Behavioral Health Status,No Behavioral Health Condition,_MENT14D,12.8,11.5,14.2,0.7,5.4,6332,3.1,2.5,3.8,0.3,10.4,6375,5.9,5,7,0.5,8.7,6352,19.2,17.6,20.8,0.8,4.2,6311
2021,Georgia,Prevalence,Behavioral Health Status,Behavioral Health Condition,_MENT14D,26.1,22.1,30.5,2.2,8.2,946,5,3.1,8,1.2,24.3,953,18.4,14.6,23,2.1,11.5,948,38.7,34,43.6,2.4,6.3,945
2021,Georgia,Prevalence,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,967,7,4.8,10.1,1.3,19.2,962,17.5,14.1,21.6,1.9,10.9,952,100,100,100,0,0,967
2021,Georgia,Prevalence,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,2015,4.2,2.9,6,0.8,18.6,2013,13.2,10.5,16.3,1.5,11.1,2006,16.6,13.8,19.8,1.5,9.2,2005
2021,Georgia,Prevalence,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,4462,2.2,1.7,2.8,0.3,13.3,4455,3.4,2.6,4.5,0.5,14.5,4442,5.3,4.3,6.5,0.6,10.5,4440
2022,Georgia,Prevalence,Total Population,Total Population,,12.5,11.5,13.7,0.6,4.5,8213,3.3,2.8,3.8,0.3,8.3,8236,7.7,6.8,8.7,0.5,6.3,8177,20.3,19,21.7,0.7,3.4,8124
2022,Georgia,Prevalence,Sex,Male,_SEX,12.6,11.1,14.2,0.8,6.4,3651,5.5,4.6,6.6,0.5,9.1,3666,8.8,7.5,10.4,0.7,8.4,3634,23.5,21.6,25.6,1,4.4,3618
2022,Georgia,Prevalence,Sex,Female,_SEX,12.5,11,14.1,0.8,6.3,4562,1.1,0.7,1.6,0.2,20,4570,6.6,5.5,7.9,0.6,9.4,4543,17.3,15.6,19.2,0.9,5.2,4506
2022,Georgia,Prevalence,Race,"White, Non-Hispanic",_IMPRACE,13.2,11.9,14.6,0.7,5.2,5459,4.3,3.6,5.1,0.4,9.2,5470,8.7,7.5,9.9,0.6,6.9,5428,22.8,21.1,24.5,0.9,3.8,5400
2022,Georgia,Prevalence,Race,"Black, Non-Hispanic",_IMPRACE,12.8,10.7,15.4,1.2,9.3,1899,2.1,1.4,3.2,0.5,21.4,1911,5.3,3.8,7.5,0.9,17.3,1898,18.2,15.6,21.1,1.4,7.7,1877
2022,Georgia,Prevalence,Race,"Asian, Non-Hispanic",_IMPRACE,,2.1,8,1.4,34.2,153,0,0,0,0,,152,9,5,15.8,2.7,29.6,153,11.3,6.7,18.2,2.9,25.5,152
2022,Georgia,Prevalence,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,16.9,67,14,35.8,66,,4.5,33,6.9,52,66,,4.6,34.7,7.3,52.7,66,52.4,29.5,74.3,12.3,23.5,66
2022,Georgia,Prevalence,Race,Hispanic,_IMPRACE,10.2,7.2,14.4,1.8,17.7,458,,0.8,4.4,0.8,42.2,462,6.6,4.2,10.2,1.5,22.7,457,15.1,11.4,19.7,2.1,14,454
2022,Georgia,Prevalence,Race,"Other race, Non-Hispanic",_IMPRACE,15.5,9.4,24.6,3.8,24.7,178,,1.9,10.7,2,44.9,175,14,7.7,24.1,4.1,29.3,175,25.7,17.7,35.6,4.6,17.9,175
2022,Georgia,Prevalence,Age,Age 18 to 24,_AGE_G,4.7,2.6,8.1,1.3,28.6,481,3.1,1.8,5.3,0.9,27.5,481,17.5,13.7,22,2.1,12.1,475,19.7,15.8,24.4,2.2,11.1,476
2022,Georgia,Prevalence,Age,Age 25 to 44,_AGE_G,15.2,13,17.7,1.2,7.9,1746,2.7,1.9,3.7,0.4,16.4,1748,11.3,9.5,13.4,1,8.8,1739,25,22.4,27.9,1.4,5.6,1727
2022,Georgia,Prevalence,Age,Age 45 to 64,_AGE_G,14.7,13,16.5,0.9,6.2,2643,4,3.1,5.1,0.5,13.2,2642,4.4,3.4,5.7,0.6,13.3,2629,20.2,18.2,22.4,1.1,5.3,2619
