Year,Recipient,Demographic_Group,Demographic,Demo Variable,Current Cigarette_V,Current Cigarette_L,Current Cigarette_U,Current Cigarette_E,Current Cigarette_RSE,Current Cigarette_N,Current Smokeless_V,Current Smokeless_L,Current Smokeless_U,Current Smokeless_E,Current Smokeless_RSE,Current Smokeless_N,Current E-cigarette_V,Current E-cigarette_L,Current E-cigarette_U,Current E-cigarette_E,Current E-cigarette_RSE,Current E-cigarette_N,Current Any Tobacco Product_V,Current Any Tobacco Product_L,Current Any Tobacco Product_U,Current Any Tobacco Product_E,Current Any Tobacco Product_RSE,Current Any Tobacco Product_N,Past-Year Quit Attempt_V,Past-Year Quit Attempt_L,Past-Year Quit Attempt_U,Past-Year Quit Attempt_E,Past-Year Quit Attempt_RSE,Past-Year Quit Attempt_N
2023,Colorado,Race,Hispanic,_IMPRACE,12.2,10.3,14.3,1,8.2,1376,2,1.3,2.9,0.4,20.1,1377,7.7,6.1,9.7,0.9,11.7,1368,18.8,16.4,21.4,1.3,6.7,1357,63.7,54.9,71.7,4.3,0.1,105
2023,Colorado,Race,"Other race, Non-Hispanic",_IMPRACE,17,11.6,24.2,3.2,18.9,250,,2.4,9.4,1.7,35,249,19.3,14,25.9,3,15.8,249,36.3,29.1,44.1,3.8,10.6,248,,,,,,
2023,Colorado,Race,"Asian, Non-Hispanic",_IMPRACE,,1.6,8.2,1.5,42.1,155,,2,11.4,2.2,45.1,157,,4.5,15.3,2.7,31.3,157,14,8.6,21.9,3.3,23.8,155,,,,,,
2023,Colorado,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,8.5,38.9,7.7,39.5,81,,1.2,11.1,2.1,57.2,81,,5.5,19.9,3.5,33,81,29.7,17,46.7,7.8,26.1,81,,,,,,
2019,Colorado,Sex,Female,_SEX,11.9,10.7,13.2,0.6,5.2,4494,0.9,0.6,1.3,0.2,19.7,4520,,,,,,,,,,,,,56.3,50.9,61.6,2.7,0.1,262
2019,Colorado,Sex,Male,_SEX,15.1,13.8,16.5,0.7,4.6,4170,7,6.1,8,0.5,6.9,4190,,,,,,,,,,,,,58.8,53.9,63.6,2.5,0.1,306
2020,Colorado,Sex,Female,_SEX,11.4,10.4,12.5,0.5,4.8,4856,0.6,0.4,1,0.1,23.5,4873,,,,,,,,,,,,,60.3,55.4,65,2.5,0.1,313
2020,Colorado,Sex,Male,_SEX,13.4,12.2,14.6,0.6,4.5,4694,6.6,5.8,7.6,0.5,7.1,4713,,,,,,,,,,,,,53.4,48.6,58,2.4,0.1,302
2021,Colorado,Sex,Female,_SEX,10.6,9.6,11.7,0.5,5,4780,0.8,0.5,1.1,0.2,20.1,4802,5.3,4.6,6.2,0.4,7.6,4755,14.9,13.7,16.2,0.6,4.2,4738,,,,,,
2021,Colorado,Sex,Male,_SEX,13.3,12.2,14.5,0.6,4.2,4982,6.1,5.3,6.9,0.4,6.7,5014,8.4,7.5,9.4,0.5,5.9,4950,24,22.6,25.4,0.7,3,4920,,,,,,
2022,Colorado,Sex,Female,_SEX,8.9,7.9,10,0.5,5.8,4273,0.5,0.3,0.8,0.1,24.4,4301,7.3,6.3,8.4,0.5,7.2,4281,14.5,13.3,15.9,0.7,4.6,4254,,,,,,
2022,Colorado,Sex,Male,_SEX,12.4,11.2,13.7,0.6,5.2,4353,6.3,5.5,7.3,0.5,7.5,4375,9.3,8.2,10.4,0.6,6.1,4354,23.6,22,25.2,0.8,3.5,4333,,,,,,
2023,Colorado,Sex,Female,_SEX,9,7.8,10.3,0.6,6.9,4156,0.8,0.5,1.3,0.2,24.9,4167,7.3,6.3,8.4,0.5,7.4,4154,14.8,13.4,16.3,0.8,5.1,4133,57.7,50.2,64.9,3.8,0.1,181
2023,Colorado,Sex,Male,_SEX,11.4,10.2,12.6,0.6,5.5,4182,5.6,4.8,6.6,0.4,7.9,4199,9.3,8.2,10.5,0.6,6.4,4175,22.6,21,24.3,0.8,3.7,4149,47.7,41.7,53.8,3.1,0.1,203
2019,Colorado,Total Population,Total Population,,13.5,12.6,14.4,0.5,3.4,8664,3.9,3.4,4.4,0.3,6.6,8710,,,,,,,,,,,,,57.7,54.1,61.3,1.8,0,568
2020,Colorado,Total Population,Total Population,,12.4,11.6,13.2,0.4,3.3,9550,3.6,3.2,4.1,0.2,6.9,9586,,,,,,,,,,,,,56.6,53.1,59.9,1.7,0,615
2021,Colorado,Total Population,Total Population,,12,11.2,12.8,0.4,3.3,9762,3.4,3,3.9,0.2,6.4,9816,6.9,6.3,7.5,0.3,4.7,9705,19.5,18.5,20.4,0.5,2.5,9658,,,,,,
2022,Colorado,Total Population,Total Population,,10.7,9.9,11.5,0.4,3.9,8626,3.4,3,4,0.3,7.3,8676,8.3,7.6,9.1,0.4,4.6,8635,19.1,18.1,20.1,0.5,2.8,8587,,,,,,
2023,Colorado,Total Population,Total Population,,10.2,9.3,11.1,0.4,4.3,8338,3.2,2.8,3.7,0.2,7.6,8366,8.3,7.5,9.1,0.4,4.8,8329,18.7,17.6,19.8,0.6,3,8282,52.1,47.4,56.9,2.4,0.1,384
2019,Connecticut,Age,Age 18 to 24,_AGE_G,7,4.4,10.9,1.6,23.5,385,,1.3,4.9,0.9,33.4,385,,,,,,,,,,,,,,,,,,
2019,Connecticut,Age,Age 65 or older,_AGE_G,7.5,6.3,8.8,0.6,8.5,3519,1.1,0.6,2,0.3,28.4,3554,,,,,,,,,,,,,47.3,38.7,56.1,4.5,0.1,107
2019,Connecticut,Age,Age 45 to 64,_AGE_G,13.1,11.7,14.7,0.8,5.8,3330,0.9,0.6,1.5,0.2,24.4,3345,,,,,,,,,,,,,58.1,51.9,64.1,3.1,0.1,245
2019,Connecticut,Age,Age 25 to 44,_AGE_G,16.4,14.2,19,1.2,7.4,1431,2.5,1.7,3.6,0.5,20,1433,,,,,,,,,,,,,66,58.2,73,3.8,0.1,150
2020,Connecticut,Age,Age 18 to 24,_AGE_G,6.7,4.4,10,1.4,21.3,478,2.7,1.5,4.7,0.8,29.1,479,,,,,,,,,,,,,,,,,,
2020,Connecticut,Age,Age 65 or older,_AGE_G,7,5.6,8.7,0.8,11.4,2685,,0.4,2.4,0.4,43.4,2708,,,,,,,,,,,,,62.2,51.2,72.1,5.4,0.2,102
2020,Connecticut,Age,Age 45 to 64,_AGE_G,12.8,11.1,14.7,0.9,7.2,3407,1.7,1.2,2.5,0.3,19.7,3420,,,,,,,,,,,,,58.4,50.9,65.5,3.7,0.1,270
2020,Connecticut,Age,Age 25 to 44,_AGE_G,16.7,14.4,19.2,1.2,7.3,1877,1.9,1.2,2.8,0.4,21.1,1889,,,,,,,,,,,,,65.9,58.2,72.8,3.7,0.1,203
2021,Connecticut,Age,Age 65 or older,_AGE_G,6.5,5.1,8.3,0.8,12.2,2172,,0.1,0.5,0.1,44.9,2178,0.7,0.4,1.1,0.2,27.3,2174,7.1,5.6,8.9,0.8,11.6,2153,,,,,,
2021,Connecticut,Age,Age 18 to 24,_AGE_G,6.6,4,10.6,1.6,24.9,448,,0.4,2.6,0.5,49.1,450,16.4,12.5,21.4,2.3,13.8,449,18.9,14.5,24.1,2.5,13,447,,,,,,
2021,Connecticut,Age,Age 25 to 44,_AGE_G,13.3,11.4,15.5,1,7.8,1998,1.1,0.8,1.7,0.2,20.7,2008,7.1,5.7,8.8,0.8,11.1,2004,19.2,16.9,21.6,1.2,6.2,1989,,,,,,
2021,Connecticut,Age,Age 45 to 64,_AGE_G,14,12.3,15.9,0.9,6.5,3037,0.7,0.4,1.2,0.2,26.1,3026,2,1.5,2.8,0.3,16.3,3013,15.9,14.2,17.9,0.9,5.9,2999,,,,,,
2022,Connecticut,Age,Age 18 to 24,_AGE_G,6.3,3.7,10.6,1.7,26.8,451,,1,3.8,0.7,33.9,453,17,13.2,21.5,2.1,12.4,449,20.7,16.4,25.8,2.4,11.5,448,,,,,,
2022,Connecticut,Age,Age 65 or older,_AGE_G,7.1,5.6,8.9,0.9,12.1,2826,,0.4,1.2,0.2,31,2847,1.1,0.7,1.9,0.3,25.3,2837,8.3,6.7,10.2,0.9,10.6,2809,,,,,,
2022,Connecticut,Age,Age 25 to 44,_AGE_G,11.2,9.5,13.1,0.9,8.3,2123,2.7,1.9,3.7,0.5,17.1,2127,8,6.7,9.5,0.7,9.2,2117,18.8,16.7,21.1,1.1,6,2111,,,,,,
2022,Connecticut,Age,Age 45 to 64,_AGE_G,12.5,10.9,14.2,0.8,6.8,3176,1.6,1.1,2.2,0.3,17.2,3180,2.6,1.9,3.4,0.4,14.9,3172,15.2,13.5,17.1,0.9,6,3154,,,,,,
2023,Connecticut,Age,Age 65 or older,_AGE_G,7.5,5.9,9.4,0.9,11.8,3154,,0.1,0.4,0.1,39.4,3174,1.3,0.9,1.9,0.3,19.4,3158,8.4,6.8,10.4,0.9,10.8,3138,,,,,,
2023,Connecticut,Age,Age 25 to 44,_AGE_G,9.3,7.7,11.1,0.9,9.3,2069,2.4,1.6,3.7,0.5,21.6,2077,10.1,8.4,12,0.9,9.2,2066,18.9,16.7,21.4,1.2,6.3,2059,,,,,,
2023,Connecticut,Age,Age 45 to 64,_AGE_G,10.6,9,12.5,0.9,8.2,3156,1.4,0.8,2.4,0.4,27.2,3159,3,2.2,4.1,0.5,15.7,3142,13.4,11.6,15.3,0.9,7.1,3127,,,,,,
2023,Connecticut,Age,Age 18 to 24,_AGE_G,,0.7,5.5,1.1,54,467,,1.4,6.4,1.2,39.4,470,14.8,10.9,19.6,2.2,15,466,17.6,13.4,22.9,2.4,13.7,466,,,,,,
2019,Connecticut,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,892,5.4,3.7,7.9,1.1,19.5,888,,,,,,,,,,,,,,,,,,
2019,Connecticut,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,2762,1.2,0.7,2.2,0.4,29.8,2758,,,,,,,,,,,,,,,,,,
2019,Connecticut,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,5011,1.1,0.7,1.6,0.2,21.1,5006,,,,,,,,,,,,,,,,,,
2020,Connecticut,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,1002,5.4,3.7,7.9,1.1,19.5,997,,,,,,,,,,,,,,,,,,
2020,Connecticut,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,2519,1.9,1.1,3.2,0.5,27.9,2515,,,,,,,,,,,,,,,,,,
2020,Connecticut,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,4926,1,0.7,1.4,0.2,19.7,4921,,,,,,,,,,,,,,,,,,
2021,Connecticut,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,839,1.7,0.9,3,0.5,29.5,829,13.5,10.2,17.6,1.9,13.9,830,100,100,100,0,0,839,,,,,,
2021,Connecticut,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,2181,0.8,0.5,1.5,0.2,28.3,2167,6.4,5,8.1,0.8,12.1,2163,7.1,5.7,8.9,0.8,11.2,2163,,,,,,
2021,Connecticut,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,4635,0.6,0.4,0.9,0.1,22.5,4600,2.9,2.2,3.9,0.4,14.6,4581,3.3,2.6,4.3,0.4,13.2,4582,,,,,,
2022,Connecticut,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,846,6.2,4.3,8.9,1.1,18.3,828,13.7,10.4,17.7,1.9,13.5,829,100,100,100,0,0,846,,,,,,
2022,Connecticut,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,2556,1.5,1,2.4,0.3,21.7,2549,8.1,6.7,9.9,0.8,10.1,2539,9.4,7.8,11.2,0.9,9.2,2539,,,,,,
2022,Connecticut,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,5174,1.1,0.8,1.5,0.2,17.6,5159,3.1,2.5,3.9,0.4,11.5,5136,4.1,3.3,4.9,0.4,9.8,5132,,,,,,
2023,Connecticut,Cigarette Use History,Current smoker,_SMOKER3,,100,100,0,0,740,6.9,3.9,11.8,1.9,28.2,732,14.7,10.9,19.5,2.2,14.9,726,100,100,100,0,0,740,,,,,,
2023,Connecticut,Cigarette Use History,Former smoker,_SMOKER3,,0,0,0,,2617,,0.9,3.1,0.5,31.6,2613,9.9,8,12.1,1,10.4,2601,11.4,9.4,13.8,1.1,9.8,2600,,,,,,
2023,Connecticut,Cigarette Use History,Never smoker,_SMOKER3,,0,0,0,,5489,0.9,0.6,1.4,0.2,21.9,5479,3.6,2.9,4.5,0.4,11.4,5451,4.4,3.6,5.4,0.5,10.2,5446,,,,,,
2019,Connecticut,Education (2 Level),Graduate from college/technical school,_ED_LVL,4.8,4,5.7,0.4,8.7,4171,0.7,0.4,1.1,0.2,25.2,4195,,,,,,,,,,,,,62.7,56.5,68.5,3.1,0.1,285
2019,Connecticut,Education (2 Level),Less than college/technical school graduate,_ED_LVL,16.2,14.7,17.7,0.8,4.7,4455,2.1,1.6,2.9,0.3,14.6,4480,,,,,,,,,,,,,58.5,52.2,64.6,3.2,0.1,231
2020,Connecticut,Education (2 Level),Graduate from college/technical school,_ED_LVL,4.2,3.4,5.2,0.4,10.5,3858,1.3,0.9,2,0.3,21.2,3882,,,,,,,,,,,,,63.6,57.1,69.7,3.2,0.1,294
2020,Connecticut,Education (2 Level),Less than college/technical school graduate,_ED_LVL,16.2,14.6,17.9,0.8,5.1,4550,2,1.4,2.6,0.3,15.5,4573,,,,,,,,,,,,,63.5,57,69.5,3.2,0.1,307
2021,Connecticut,Education (2 Level),Graduate from college/technical school,_ED_LVL,4.7,3.9,5.6,0.4,9.3,3796,0.7,0.4,1.2,0.2,25.2,3802,2.8,2.2,3.7,0.4,14,3792,7.4,6.4,8.6,0.6,7.6,3771,,,,,,
2021,Connecticut,Education (2 Level),Less than college/technical school graduate,_ED_LVL,14.8,13.4,16.4,0.8,5.3,3819,0.8,0.5,1.1,0.1,19,3820,6.2,5.2,7.5,0.6,9.4,3809,19.7,18,21.5,0.9,4.5,3781,,,,,,
2022,Connecticut,Education (2 Level),Graduate from college/technical school,_ED_LVL,3.6,2.9,4.4,0.4,10.4,4405,0.8,0.5,1.2,0.2,20.8,4427,2.8,2.2,3.6,0.3,11.7,4407,6.5,5.7,7.6,0.5,7.4,4375,,,,,,
2022,Connecticut,Education (2 Level),Less than college/technical school graduate,_ED_LVL,13.8,12.4,15.3,0.8,5.5,4126,2.3,1.8,3,0.3,12.5,4132,7.2,6.2,8.4,0.6,7.7,4120,20.3,18.7,22.1,0.9,4.3,4102,,,,,,
2023,Connecticut,Education (2 Level),Graduate from college/technical school,_ED_LVL,3.4,2.7,4.1,0.4,10.7,4581,0.8,0.5,1.2,0.2,22.6,4591,3.8,3,4.8,0.4,11.6,4580,7.3,6.2,8.5,0.6,7.8,4561,,,,,,
2023,Connecticut,Education (2 Level),Less than college/technical school graduate,_ED_LVL,11.5,10.1,13,0.7,6.2,4207,2,1.4,3,0.4,18.8,4229,7.6,6.5,9,0.6,8.4,4199,18.7,17,20.6,0.9,4.9,4178,,,,,,
2019,Connecticut,Education (4 Level),Graduated from College or Technical School,_EDUCAG,4.8,4,5.7,0.4,8.7,4171,0.7,0.4,1.1,0.2,25.2,4195,,,,,,,,,,,,,62.2,53.5,70.2,4.3,0.1,114
2019,Connecticut,Education (4 Level),Attended College or Technical School,_EDUCAG,14.5,12.4,16.9,1.1,7.8,2104,1.3,0.8,2.2,0.4,27.4,2109,,,,,,,,,,,,,62.9,54.8,70.4,4,0.1,171
2019,Connecticut,Education (4 Level),Graduated High School,_EDUCAG,16.6,14.5,18.8,1.1,6.6,1958,2.6,1.7,3.9,0.5,20.5,1973,,,,,,,,,,,,,57.5,50.5,64.2,3.5,0.1,189
2019,Connecticut,Education (4 Level),Did not graduate High School,_EDUCAG,19.7,15.3,25,2.5,12.6,393,,1.7,5.9,1,31.6,398,,,,,,,,,,,,,,,,,,
2020,Connecticut,Education (4 Level),Graduated from College or Technical School,_EDUCAG,4.2,3.4,5.2,0.4,10.5,3858,1.3,0.9,2,0.3,21.2,3882,,,,,,,,,,,,,61.6,51.5,70.8,5,0.1,115
2020,Connecticut,Education (4 Level),Attended College or Technical School,_EDUCAG,12.4,10.4,14.6,1.1,8.6,2028,1.8,1.2,2.8,0.4,22.5,2037,,,,,,,,,,,,,64.5,56.1,72.1,4.1,0.1,179
2020,Connecticut,Education (4 Level),Graduated High School,_EDUCAG,17.5,15.2,20.1,1.2,7.1,2025,1.8,1.1,2.7,0.4,22.5,2035,,,,,,,,,,,,,62.8,55.3,69.8,3.7,0.1,237
2020,Connecticut,Education (4 Level),Did not graduate High School,_EDUCAG,22.8,17.9,28.6,2.7,12,497,,1.2,6.3,1.2,42.5,501,,,,,,,,,,,,,64.9,52,75.9,6.2,0.2,70
2021,Connecticut,Education (4 Level),Graduated from College or Technical School,_EDUCAG,4.7,3.9,5.6,0.4,9.3,3796,0.7,0.4,1.2,0.2,25.2,3802,2.8,2.2,3.7,0.4,14,3792,7.4,6.4,8.6,0.6,7.6,3771,,,,,,
2021,Connecticut,Education (4 Level),Attended College or Technical School,_EDUCAG,12.1,10.2,14.2,1,8.5,1771,0.8,0.5,1.4,0.2,29,1773,6.3,4.7,8.4,0.9,14.6,1769,16.9,14.6,19.4,1.2,7.2,1757,,,,,,
2021,Connecticut,Education (4 Level),Graduated High School,_EDUCAG,16.4,14.2,18.8,1.2,7.2,1688,1,0.6,1.6,0.3,25.6,1685,7.3,5.7,9.3,0.9,12.7,1682,22.3,19.7,25.1,1.4,6.2,1673,,,,,,
2021,Connecticut,Education (4 Level),Did not graduate High School,_EDUCAG,18.4,13.6,24.4,2.8,15.1,360,,0,0.6,0.1,100.2,362,,1.2,5.7,1,39.5,358,20.2,15.1,26.5,2.9,14.4,351,,,,,,
2022,Connecticut,Education (4 Level),Graduated from College or Technical School,_EDUCAG,3.6,2.9,4.4,0.4,10.4,4405,0.8,0.5,1.2,0.2,20.8,4427,2.8,2.2,3.6,0.3,11.7,4407,6.5,5.7,7.6,0.5,7.4,4375,,,,,,
2022,Connecticut,Education (4 Level),Attended College or Technical School,_EDUCAG,10.7,9.1,12.5,0.9,8.2,1922,2.1,1.4,3.1,0.4,19.8,1925,7.1,5.7,8.9,0.8,11.5,1919,17.3,15.1,19.6,1.1,6.6,1910,,,,,,
2022,Connecticut,Education (4 Level),Graduated High School,_EDUCAG,15.2,12.9,17.7,1.2,8,1757,2.5,1.7,3.5,0.4,18,1759,7.9,6.3,9.9,0.9,11.3,1754,22.4,19.8,25.3,1.4,6.3,1747,,,,,,
2022,Connecticut,Education (4 Level),Did not graduate High School,_EDUCAG,18.4,13.9,24,2.6,13.9,447,,1.3,5,0.9,35.1,448,5.6,3.4,9.2,1.4,25.8,447,22.9,18,28.8,2.8,12.1,445,,,,,,
2023,Connecticut,Education (4 Level),Graduated from College or Technical School,_EDUCAG,3.4,2.7,4.1,0.4,10.7,4581,0.8,0.5,1.2,0.2,22.6,4591,3.8,3,4.8,0.4,11.6,4580,7.3,6.2,8.5,0.6,7.8,4561,,,,,,
2023,Connecticut,Education (4 Level),Attended College or Technical School,_EDUCAG,10.2,8.3,12.3,1,10.1,1918,,0.8,2.9,0.5,33.8,1927,7,5.5,8.8,0.8,12.2,1916,16.9,14.5,19.6,1.3,7.6,1904,,,,,,
2023,Connecticut,Education (4 Level),Graduated High School,_EDUCAG,11.1,9.2,13.4,1.1,9.6,1837,1.9,1.2,3.1,0.5,25.4,1848,8.9,7,11.3,1.1,12,1836,19.4,16.7,22.3,1.4,7.3,1827,,,,,,
2023,Connecticut,Education (4 Level),Did not graduate High School,_EDUCAG,16.4,12.4,21.4,2.3,13.9,452,,1.8,8.9,1.7,41.2,454,,3,10.6,1.8,32.3,447,22.2,17.2,28.2,2.8,12.6,447,,,,,,
2019,Connecticut,Frequent Mental Distress,No,_MENT14D,10.3,9.3,11.4,0.5,5,7674,1.3,1,1.8,0.2,15,7720,,,,,,,,,,,,,59.6,54.4,64.5,2.6,0.1,378
2019,Connecticut,Frequent Mental Distress,Yes,_MENT14D,25.4,21.5,29.7,2.1,8.3,858,3.8,2.2,6.3,1,26.6,862,,,,,,,,,,,,,63,53.7,71.3,4.5,0.1,127
2020,Connecticut,Frequent Mental Distress,No,_MENT14D,10.4,9.4,11.6,0.6,5.5,7275,1.6,1.2,2.2,0.2,14.5,7317,,,,,,,,,,,,,65.1,59.8,70.1,2.6,0,451
2020,Connecticut,Frequent Mental Distress,Yes,_MENT14D,20.5,17.1,24.5,1.9,9.2,998,2.5,1.5,4.2,0.7,26,1001,,,,,,,,,,,,,60.6,50.7,69.7,4.9,0.1,139
2021,Connecticut,Frequent Mental Distress,No,_MENT14D,9.7,8.7,10.8,0.5,5.5,6604,0.7,0.5,1,0.1,17.1,6609,4.1,3.4,5,0.4,9.4,6591,13.3,12.1,14.6,0.6,4.7,6546,,,,,,
2021,Connecticut,Frequent Mental Distress,Yes,_MENT14D,21.3,17.8,25.3,1.9,9.1,927,,0.4,1.6,0.3,36.6,924,10.3,7.5,14,1.6,15.8,921,27.9,23.9,32.2,2.1,7.6,921,,,,,,
2022,Connecticut,Frequent Mental Distress,No,_MENT14D,8.9,7.9,10,0.5,5.8,7286,1.4,1.1,1.8,0.2,12.9,7320,4.6,3.9,5.4,0.4,8,7292,13.3,12.1,14.5,0.6,4.6,7240,,,,,,
2022,Connecticut,Frequent Mental Distress,Yes,_MENT14D,15.9,13.1,19.2,1.6,9.7,1142,3.7,2.4,5.6,0.8,21.4,1141,11.5,9,14.6,1.4,12.3,1138,26,22.5,29.9,1.9,7.3,1138,,,,,,
2023,Connecticut,Frequent Mental Distress,No,_MENT14D,7.2,6.3,8.2,0.5,6.7,7555,1.6,1.2,2.3,0.3,17.4,7579,5.2,4.4,6.2,0.4,8.5,7546,12.5,11.3,13.8,0.6,5.1,7511,,,,,,
2023,Connecticut,Frequent Mental Distress,Yes,_MENT14D,14.9,12.1,18.1,1.5,10.2,1142,,0.9,3,0.5,32,1146,12.2,9.5,15.5,1.5,12.3,1138,25.5,21.9,29.6,2,7.7,1137,,,,,,
2019,Connecticut,Race,Hispanic,_IMPRACE,10.9,8.5,13.9,1.4,12.7,651,2.7,1.6,4.5,0.7,26.7,653,,,,,,,,,,,,,74.7,62.6,83.8,5.4,0.1,52
2019,Connecticut,Race,"White, Non-Hispanic",_IMPRACE,12.2,11.1,13.5,0.6,5.1,6941,1.4,1,1.9,0.2,16.1,6988,,,,,,,,,,,,,56.1,50.7,61.3,2.7,0.1,365
2019,Connecticut,Race,"Other race, Non-Hispanic",_IMPRACE,12.4,8.4,18.1,2.4,19.7,261,,0.5,5.3,1,63.2,262,,,,,,,,,,,,,,,,,,
2019,Connecticut,Race,"Black, Non-Hispanic",_IMPRACE,14.2,11.2,17.8,1.7,11.9,587,,0.5,2.5,0.5,43.1,589,,,,,,,,,,,,,63.3,50.3,74.7,6.3,0.2,59
2019,Connecticut,Race,"Asian, Non-Hispanic",_IMPRACE,,3.9,14.8,2.7,34.2,190,,0.5,7.2,1.3,68,191,,,,,,,,,,,,,,,,,,
2019,Connecticut,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,7.5,37.4,7.6,42,35,,1.1,38.3,7.3,94.2,34,,,,,,,,,,,,,,,,,,
2020,Connecticut,Race,"White, Non-Hispanic",_IMPRACE,11.1,9.9,12.4,0.6,5.7,6348,1.7,1.3,2.3,0.3,15.2,6387,,,,,,,,,,,,,59.8,54,65.4,2.9,0.1,414
2020,Connecticut,Race,"Other race, Non-Hispanic",_IMPRACE,14.1,8.4,22.6,3.6,25.4,262,,0.7,5.7,1.1,54.9,266,,,,,,,,,,,,,,,,,,
2020,Connecticut,Race,Hispanic,_IMPRACE,14.4,11.4,17.9,1.6,11.4,1018,,0.6,2.7,0.5,36.9,1018,,,,,,,,,,,,,72.8,61.9,81.6,5.1,0.1,95
2020,Connecticut,Race,"Black, Non-Hispanic",_IMPRACE,15.3,11.7,19.8,2.1,13.4,599,,1,4.9,0.9,40.7,603,,,,,,,,,,,,,71.9,59.4,81.8,5.8,0.2,66
2020,Connecticut,Race,"Asian, Non-Hispanic",_IMPRACE,,1.5,9.9,1.9,47.8,182,,0.2,2,0.4,59.8,184,,,,,,,,,,,,,,,,,,
2020,Connecticut,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,12.3,48,9.3,35.3,38,,4.7,40.7,8.8,56.5,38,,,,,,,,,,,,,,,,,,
2021,Connecticut,Race,"White, Non-Hispanic",_IMPRACE,11.1,9.9,12.4,0.6,5.6,5722,0.8,0.6,1.1,0.1,17.8,5737,5.4,4.5,6.5,0.5,9.3,5722,15.4,14.1,16.9,0.7,4.7,5682,,,,,,
2021,Connecticut,Race,"Black, Non-Hispanic",_IMPRACE,11.7,8.9,15.3,1.6,13.8,509,,0.3,1.8,0.3,49.4,506,,2.2,7.3,1.2,30.2,507,15.3,11.9,19.5,1.9,12.7,505,,,,,,
2021,Connecticut,Race,Hispanic,_IMPRACE,12,9.6,15.1,1.4,11.7,877,,0.2,1.5,0.3,45.1,883,3.8,2.5,5.8,0.8,21.8,877,15,12.2,18.3,1.6,10.4,867,,,,,,
2021,Connecticut,Race,"Other race, Non-Hispanic",_IMPRACE,12,8.3,17.1,2.2,18.6,281,,0.1,2.3,0.4,71.2,275,,3.1,10.2,1.7,30.7,273,17.1,12.4,23.2,2.7,16,273,,,,,,
2021,Connecticut,Race,"Asian, Non-Hispanic",_IMPRACE,,1.9,13.8,2.7,51.7,239,,0.2,2.2,0.4,68.1,236,,1.5,8.6,1.6,44.5,236,,4.3,16.9,3.1,35.2,235,,,,,,
2021,Connecticut,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,6.7,48.4,10.7,52.2,27,,0.1,4.9,0.7,102.6,25,,3.7,47.3,10.6,67.9,25,,12.5,59.3,12.7,40.6,26,,,,,,
2022,Connecticut,Race,"White, Non-Hispanic",_IMPRACE,9.7,8.6,10.8,0.6,6,6546,1.6,1.2,2.2,0.2,13.9,6579,5.6,4.8,6.6,0.4,7.8,6555,15,13.7,16.4,0.7,4.6,6511,,,,,,
2022,Connecticut,Race,Hispanic,_IMPRACE,11.9,9.3,15.1,1.5,12.3,993,1.7,1,3.1,0.5,29.2,990,6.6,4.8,9.2,1.1,16.7,988,18.2,15,21.8,1.7,9.5,983,,,,,,
2022,Connecticut,Race,"Black, Non-Hispanic",_IMPRACE,12.6,9.4,16.8,1.9,14.7,621,,0.9,3.4,0.6,34.5,623,4.7,2.8,7.6,1.2,24.9,619,16.5,12.9,20.9,2,12.4,616,,,,,,
2022,Connecticut,Race,"Asian, Non-Hispanic",_IMPRACE,,2.6,9.6,1.7,33.7,233,,1,5.5,1,43.4,232,,1.3,8.4,1.6,47.8,231,7.3,4.2,12.2,2,27.1,230,,,,,,
2022,Connecticut,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,,3.4,20.4,4,46.1,35,,0.4,7,1.2,76.2,34,,1,23,4.3,81.7,34,,6.6,30.3,5.9,39.5,35,,,,,,
2022,Connecticut,Race,"Other race, Non-Hispanic",_IMPRACE,,3.8,15.1,2.7,35.4,148,,1.1,7.2,1.4,47.6,149,,2.4,10.6,2,37.9,148,14.2,8.6,22.5,3.5,24.7,147,,,,,,
2023,Connecticut,Race,"White, Non-Hispanic",_IMPRACE,7.8,6.8,8.9,0.5,6.8,6775,1.6,1.1,2.2,0.3,17.8,6804,6.4,5.5,7.5,0.5,8.3,6772,14.4,13,15.9,0.7,5.1,6739,,,,,,
2023,Connecticut,Race,Hispanic,_IMPRACE,9.8,7.6,12.6,1.3,12.7,1057,,0.9,4,0.7,39.1,1060,5.4,3.8,7.6,0.9,17.5,1048,14.4,11.8,17.5,1.5,10.1,1046,,,,,,
